event_id,person_id,event_type,timestamp,description,case_id
EV00237,P00866,Travel,2023-03-01 19:55:51,Travel noted near Bhopal Hub 64 in Guwahati.,CASE0101
EV00238,P00690,Financial Activity,2023-06-19 21:38:38,Financial Activity noted near Hyderabad Plaza 102 in Kolkata.,CASE0229
EV00239,P00319,Travel,2022-07-24 03:30:02,Travel noted near Kochi Tower 126 in Bengaluru.,CASE0096
EV00240,P00929,Incident,2024-03-03 12:30:04,Incident noted near Pune Tower 71 in Chandigarh.,CASE0202
EV00241,P01736,Incident,2023-05-23 01:28:33,Incident noted near Ahmedabad Plaza 33 in Lucknow.,CASE0091
EV00242,P00210,Property Transfer,2024-01-12 21:24:06,Property Transfer noted near Indore Tower 128 in Pune.,CASE0097
EV00243,P01699,Incident,2022-08-10 07:16:52,Incident noted near Visakhapatnam Tower 124 in Surat.,CASE0066
EV00244,P01386,Meeting,2022-04-10 00:39:02,Meeting noted near Kochi Market 28 in Ahmedabad.,CASE0084
EV00245,P00179,Travel,2024-05-29 22:35:14,Travel noted near Surat Plaza 122 in Bengaluru.,CASE0189
EV00246,P00865,Financial Activity,2024-12-06 20:24:02,Financial Activity noted near Jaipur Market 31 in Bengaluru.,CASE0056
EV00247,P00190,Travel,2023-10-06 16:36:06,Travel noted near Chennai Colony 153 in Pune.,CASE0209
EV00248,P01355,Observation,2022-06-03 16:04:17,Observation noted near Visakhapatnam Colony 72 in Visakhapatnam.,CASE0175
EV00249,P00920,Travel,2025-02-21 01:21:39,Travel noted near Delhi Colony 133 in Nagpur.,CASE0045
EV00250,P00319,Observation,2023-10-02 13:18:26,Observation noted near Bengaluru Market 43 in Bengaluru.,CASE0030
EV00251,P00865,Incident,2024-08-08 05:47:48,Incident noted near Visakhapatnam Hub 123 in Bengaluru.,CASE0013
EV00252,P00467,Meeting,2025-05-28 02:12:33,Meeting noted near Patna Market 67 in Chennai.,CASE0182
EV00253,P00210,Meeting,2025-04-08 06:46:08,Meeting noted near Chennai Colony 153 in Pune.,CASE0048
EV00254,P01736,Travel,2022-01-15 22:10:19,Travel noted near Hyderabad Tower 85 in Lucknow.,CASE0005
EV00255,P01233,Property Transfer,2024-04-12 16:27:51,Property Transfer noted near Ranchi Plaza 100 in Surat.,CASE0051
EV00256,P00759,Financial Activity,2022-01-28 18:26:45,Financial Activity noted near Bengaluru Tower 66 in Jaipur.,CASE0038
EV00257,P01653,Observation,2024-12-21 21:46:16,Observation noted near Nagpur Plaza 106 in Delhi.,CASE0091
EV00258,P01509,Observation,2025-05-21 14:58:59,Observation noted near Lucknow Colony 87 in Lucknow.,CASE0208
EV00259,P01709,Financial Activity,2022-07-14 18:09:30,Financial Activity noted near Guwahati Park 158 in Patna.,CASE0100
EV00260,P01437,Observation,2022-08-14 17:27:05,Observation noted near Ranchi Plaza 100 in Kolkata.,CASE0195
EV00261,P01509,Incident,2025-05-25 10:23:02,Incident noted near Chennai Tower 134 in Lucknow.,CASE0190
EV00262,P00062,Property Transfer,2025-01-01 10:23:39,Property Transfer noted near Hyderabad Tower 10 in Lucknow.,CASE0203
EV00263,P00014,Travel,2025-03-22 13:25:42,Travel noted near Indore Junction 101 in Hyderabad.,CASE0118
EV00264,P00441,Observation,2025-01-18 15:21:02,Observation noted near Guwahati Park 61 in Kolkata.,CASE0106
EV00265,P00779,Travel,2025-03-07 04:46:25,Travel noted near Patna Market 70 in Delhi.,CASE0165
EV00266,P00052,Financial Activity,2022-06-28 17:33:34,Financial Activity noted near Ranchi Colony 111 in Bengaluru.,CASE0041
EV00267,P00094,Incident,2022-03-15 17:49:16,Incident noted near Chennai Colony 48 in Lucknow.,CASE0124
EV00268,P01993,Observation,2022-12-19 14:20:23,Observation noted near Patna Hub 52 in Kochi.,CASE0029
EV00269,P01310,Property Transfer,2025-08-18 04:03:02,Property Transfer noted near Mumbai Hub 138 in Ranchi.,CASE0044
EV00270,P01993,Incident,2024-03-03 06:59:15,Incident noted near Visakhapatnam Junction 110 in Kochi.,CASE0150
EV00271,P01509,Incident,2023-12-02 23:58:00,Incident noted near Guwahati Park 158 in Lucknow.,CASE0075
EV00272,P01430,Property Transfer,2024-06-19 01:17:31,Property Transfer noted near Nagpur Colony 80 in Mumbai.,CASE0076
EV00273,P00210,Incident,2023-12-04 11:10:19,Incident noted near Kolkata Park 15 in Pune.,CASE0214
EV00274,P01584,Financial Activity,2024-11-05 00:25:33,Financial Activity noted near Hyderabad Hub 16 in Lucknow.,CASE0114
EV00275,P00327,Travel,2025-11-23 20:55:42,Travel noted near Pune Tower 71 in Ranchi.,CASE0094
EV00276,P01651,Property Transfer,2024-08-15 19:40:40,Property Transfer noted near Guwahati Plaza 92 in Indore.,CASE0165
EV00277,P01310,Incident,2024-05-23 02:00:06,Incident noted near Pune Junction 25 in Ranchi.,CASE0185
EV00278,P00052,Financial Activity,2025-05-08 11:53:02,Financial Activity noted near Nagpur Tower 130 in Bengaluru.,CASE0213
EV00279,P01288,Financial Activity,2024-06-21 14:05:08,Financial Activity noted near Bhopal Junction 151 in Guwahati.,CASE0136
EV00280,P00929,Meeting,2023-03-03 05:35:53,Meeting noted near Hyderabad Tower 10 in Chandigarh.,CASE0166
EV00281,P01117,Observation,2022-05-08 12:36:53,Observation noted near Visakhapatnam Tower 42 in Bengaluru.,CASE0180
EV00282,P01765,Meeting,2025-05-01 09:31:45,Meeting noted near Nagpur Junction 116 in Delhi.,CASE0013
EV00283,P00143,Incident,2023-08-18 11:07:44,Incident noted near Chennai Plaza 139 in Mumbai.,CASE0235
EV00284,P00089,Meeting,2024-04-22 08:38:22,Meeting noted near Guwahati Hub 129 in Guwahati.,CASE0080
EV00285,P00860,Observation,2022-04-05 13:59:55,Observation noted near Bhopal Plaza 160 in Kochi.,CASE0194
EV00286,P01183,Financial Activity,2023-04-04 11:36:24,Financial Activity noted near Mumbai Plaza 27 in Bhopal.,CASE0232
EV00287,P01430,Travel,2023-01-03 00:54:22,Travel noted near Nagpur Colony 80 in Mumbai.,CASE0144
EV00288,P00062,Observation,2022-09-21 07:37:44,Observation noted near Bengaluru Market 43 in Lucknow.,CASE0203
EV00289,P00286,Financial Activity,2022-09-04 02:20:43,Financial Activity noted near Guwahati Plaza 152 in Mumbai.,CASE0213
EV00290,P00728,Travel,2024-12-16 22:16:06,Travel noted near Lucknow Colony 149 in Patna.,CASE0232
EV00291,P00866,Incident,2025-01-12 06:04:54,Incident noted near Hyderabad Hub 12 in Guwahati.,CASE0194
EV00292,P01584,Observation,2023-01-09 21:37:54,Observation noted near Chandigarh Hub 1 in Lucknow.,CASE0072
EV00293,P00458,Travel,2023-01-08 08:32:42,Travel noted near Visakhapatnam Junction 21 in Ranchi.,CASE0005
EV00294,P00865,Financial Activity,2024-12-13 04:56:07,Financial Activity noted near Chennai Plaza 139 in Bengaluru.,CASE0071
EV00295,P00408,Observation,2025-06-30 12:50:39,Observation noted near Delhi Colony 133 in Delhi.,CASE0002
EV00296,P00430,Travel,2023-03-09 13:32:09,Travel noted near Hyderabad Plaza 22 in Chennai.,CASE0146
EV00297,P01386,Meeting,2024-08-28 15:18:19,Meeting noted near Pune Market 65 in Ahmedabad.,CASE0102
EV00298,P00286,Meeting,2022-10-31 23:49:53,Meeting noted near Kolkata Tower 30 in Mumbai.,CASE0045
EV00299,P01117,Observation,2024-10-24 23:49:26,Observation noted near Kochi Plaza 107 in Bengaluru.,CASE0078
EV00300,P01099,Financial Activity,2024-03-07 05:20:21,Financial Activity noted near Lucknow Colony 29 in Hyderabad.,CASE0030
EV00301,P01355,Property Transfer,2024-07-12 00:02:39,Property Transfer noted near Indore Tower 39 in Visakhapatnam.,CASE0134
EV00302,P01117,Travel,2023-11-11 22:35:56,Travel noted near Nagpur Junction 116 in Bengaluru.,CASE0203
EV00303,P00458,Financial Activity,2023-06-05 11:10:22,Financial Activity noted near Bhopal Colony 97 in Ranchi.,CASE0211
EV00304,P00207,Observation,2024-12-10 11:12:33,Observation noted near Bhopal Park 68 in Mumbai.,CASE0207
EV00305,P01302,Travel,2023-12-15 18:39:13,Travel noted near Ranchi Junction 140 in Kolkata.,CASE0169
EV00306,P00776,Observation,2024-03-04 14:45:17,Observation noted near Visakhapatnam Hub 112 in Delhi.,CASE0059
EV00307,P00430,Financial Activity,2022-10-13 11:52:50,Financial Activity noted near Chandigarh Hub 74 in Chennai.,CASE0029
EV00308,P00748,Incident,2023-05-19 18:29:32,Incident noted near Delhi Junction 46 in Bhopal.,CASE0235
EV00309,P01331,Property Transfer,2025-03-25 19:28:12,Property Transfer noted near Guwahati Park 158 in Mumbai.,CASE0105
EV00310,P00866,Financial Activity,2023-11-12 08:24:59,Financial Activity noted near Indore Tower 39 in Guwahati.,CASE0154
EV00311,P00052,Meeting,2025-01-27 04:17:18,Meeting noted near Kolkata Colony 127 in Bengaluru.,CASE0091
EV00312,P00055,Financial Activity,2024-06-19 14:30:19,Financial Activity noted near Chennai Colony 48 in Nagpur.,CASE0038
EV00313,P00458,Travel,2025-08-19 09:52:56,Travel noted near Visakhapatnam Junction 21 in Ranchi.,CASE0099
EV00314,P00759,Property Transfer,2023-11-18 15:32:31,Property Transfer noted near Visakhapatnam Junction 34 in Jaipur.,CASE0067
EV00315,P00601,Financial Activity,2023-10-13 07:16:01,Financial Activity noted near Indore Tower 146 in Chennai.,CASE0044
EV00316,P01131,Financial Activity,2023-03-25 10:42:10,Financial Activity noted near Kochi Plaza 107 in Kochi.,CASE0234
EV00317,P01183,Property Transfer,2024-11-27 21:05:45,Property Transfer noted near Delhi Junction 46 in Bhopal.,CASE0042
EV00318,P00210,Property Transfer,2023-04-10 00:24:34,Property Transfer noted near Delhi Market 141 in Pune.,CASE0239
EV00319,P01765,Meeting,2022-11-11 23:58:34,Meeting noted near Delhi Hub 82 in Delhi.,CASE0238
EV00320,P01430,Incident,2024-05-03 23:34:43,Incident noted near Bengaluru Tower 66 in Mumbai.,CASE0173
EV00321,P00089,Property Transfer,2024-06-18 22:41:33,Property Transfer noted near Guwahati Plaza 92 in Guwahati.,CASE0130
EV00322,P00467,Incident,2023-04-11 04:48:53,Incident noted near Guwahati Hub 60 in Chennai.,CASE0228
EV00323,P01699,Property Transfer,2024-04-21 14:44:18,Property Transfer noted near Mumbai Hub 76 in Surat.,CASE0058
EV00324,P00066,Travel,2022-10-03 21:48:14,Travel noted near Ranchi Plaza 100 in Patna.,CASE0179
EV00325,P00601,Meeting,2025-05-09 02:54:36,Meeting noted near Delhi Hub 82 in Chennai.,CASE0134
EV00326,P00162,Financial Activity,2022-05-26 02:49:07,Financial Activity noted near Jaipur Plaza 78 in Lucknow.,CASE0238
EV00327,P01509,Financial Activity,2023-08-07 07:08:26,Financial Activity noted near Visakhapatnam Hub 123 in Lucknow.,CASE0068
EV00328,P00334,Incident,2022-07-23 22:56:52,Incident noted near Lucknow Park 19 in Bhopal.,CASE0061
EV00329,P01736,Financial Activity,2024-07-29 20:25:31,Financial Activity noted near Chennai Tower 24 in Lucknow.,CASE0210
EV00330,P01210,Incident,2024-09-08 20:29:41,Incident noted near Kolkata Colony 127 in Patna.,CASE0010
EV00331,P00920,Travel,2025-03-19 01:37:29,Travel noted near Lucknow Park 94 in Nagpur.,CASE0024
EV00332,P01495,Meeting,2024-02-29 23:13:35,Meeting noted near Surat Park 62 in Hyderabad.,CASE0217
EV00333,P01467,Financial Activity,2023-02-04 13:28:32,Financial Activity noted near Delhi Park 49 in Chandigarh.,CASE0202
EV00334,P00229,Travel,2025-04-23 00:14:01,Travel noted near Surat Hub 9 in Visakhapatnam.,CASE0203
EV00335,P01331,Travel,2024-08-03 22:46:20,Travel noted near Delhi Park 49 in Mumbai.,CASE0159
EV00336,P00690,Travel,2023-03-07 20:13:07,Travel noted near Visakhapatnam Junction 110 in Kolkata.,CASE0057
EV00337,P00448,Travel,2024-04-22 12:51:00,Travel noted near Lucknow Colony 73 in Surat.,CASE0202
EV00338,P00199,Financial Activity,2024-01-10 02:41:19,Financial Activity noted near Delhi Junction 8 in Ranchi.,CASE0105
EV00339,P00164,Incident,2024-07-25 21:19:55,Incident noted near Pune Junction 25 in Indore.,CASE0035
EV00340,P01519,Property Transfer,2025-07-14 01:59:10,Property Transfer noted near Ranchi Market 132 in Delhi.,CASE0178
EV00341,P00458,Meeting,2022-09-10 04:59:16,Meeting noted near Nagpur Tower 104 in Ranchi.,CASE0019
EV00342,P00192,Financial Activity,2024-05-26 12:12:29,Financial Activity noted near Guwahati Colony 11 in Delhi.,CASE0216
EV00343,P00162,Meeting,2023-05-12 19:09:06,Meeting noted near Bhopal Junction 151 in Lucknow.,CASE0091
EV00344,P00759,Incident,2022-07-26 06:54:39,Incident noted near Bhopal Hub 113 in Jaipur.,CASE0191
EV00345,P00690,Financial Activity,2022-09-17 16:51:09,Financial Activity noted near Visakhapatnam Junction 110 in Kolkata.,CASE0091
EV00346,P00055,Observation,2024-05-18 20:41:11,Observation noted near Hyderabad Park 81 in Nagpur.,CASE0087
EV00347,P00162,Incident,2023-06-17 08:04:04,Incident noted near Chennai Plaza 139 in Lucknow.,CASE0035
EV00348,P00334,Meeting,2022-10-15 22:15:36,Meeting noted near Ahmedabad Plaza 33 in Bhopal.,CASE0160
EV00349,P01467,Property Transfer,2022-01-20 18:50:51,Property Transfer noted near Bhopal Junction 58 in Chandigarh.,CASE0018
EV00350,P01736,Financial Activity,2022-03-12 14:10:58,Financial Activity noted near Nagpur Junction 37 in Lucknow.,CASE0179
EV00351,P01467,Financial Activity,2023-05-01 16:13:14,Financial Activity noted near Hyderabad Tower 85 in Chandigarh.,CASE0187
EV00352,P01267,Property Transfer,2022-06-01 06:00:03,Property Transfer noted near Kochi Park 117 in Chennai.,CASE0189
EV00353,P00542,Property Transfer,2024-10-04 01:37:48,Property Transfer noted near Delhi Park 49 in Nagpur.,CASE0033
EV00354,P01210,Incident,2023-09-14 23:23:51,Incident noted near Patna Hub 52 in Patna.,CASE0055
EV00355,P00448,Financial Activity,2025-12-29 08:00:59,Financial Activity noted near Lucknow Colony 87 in Surat.,CASE0223
EV00356,P00179,Financial Activity,2022-05-29 14:29:46,Financial Activity noted near Delhi Hub 82 in Bengaluru.,CASE0024
EV00357,P01555,Travel,2022-01-05 23:20:43,Travel noted near Guwahati Park 158 in Guwahati.,CASE0020
EV00358,P01237,Property Transfer,2024-04-26 14:32:25,Property Transfer noted near Indore Hub 2 in Ahmedabad.,CASE0017
EV00359,P00164,Travel,2023-07-23 10:31:02,Travel noted near Delhi Park 49 in Indore.,CASE0195
EV00360,P00066,Incident,2025-05-23 15:01:15,Incident noted near Nagpur Junction 36 in Patna.,CASE0003
EV00361,P00564,Incident,2025-09-07 16:32:21,Incident noted near Surat Hub 154 in Surat.,CASE0128
EV00362,P00448,Observation,2022-07-08 06:04:59,Observation noted near Visakhapatnam Hub 38 in Surat.,CASE0063
EV00363,P01207,Observation,2024-11-10 11:17:27,Observation noted near Mumbai Hub 55 in Kochi.,CASE0217
EV00364,P01775,Financial Activity,2022-02-24 18:37:31,Financial Activity noted near Indore Market 136 in Kolkata.,CASE0224
EV00365,P00690,Meeting,2025-06-23 18:13:23,Meeting noted near Mumbai Park 41 in Kolkata.,CASE0161
EV00366,P01183,Property Transfer,2024-06-25 08:06:44,Property Transfer noted near Guwahati Hub 129 in Bhopal.,CASE0101
EV00367,P01355,Property Transfer,2025-04-26 17:00:55,Property Transfer noted near Kolkata Tower 75 in Visakhapatnam.,CASE0146
EV00368,P01509,Meeting,2022-03-14 10:44:17,Meeting noted near Jaipur Colony 56 in Lucknow.,CASE0180
EV00369,P01889,Property Transfer,2022-04-26 16:45:24,Property Transfer noted near Nagpur Hub 103 in Patna.,CASE0006
EV00370,P01775,Travel,2023-06-25 13:18:00,Travel noted near Chennai Colony 153 in Kolkata.,CASE0207
EV00371,P00408,Property Transfer,2022-12-08 08:43:21,Property Transfer noted near Delhi Colony 133 in Delhi.,CASE0018
EV00372,P00210,Property Transfer,2024-02-13 17:06:49,Property Transfer noted near Mumbai Park 41 in Pune.,CASE0122
EV00373,P01509,Financial Activity,2022-11-24 19:51:48,Financial Activity noted near Chennai Tower 134 in Lucknow.,CASE0154
EV00374,P00199,Incident,2023-01-07 06:50:08,Incident noted near Visakhapatnam Junction 21 in Ranchi.,CASE0201
EV00375,P00179,Observation,2024-09-21 14:26:20,Observation noted near Mumbai Plaza 27 in Bengaluru.,CASE0133
EV00376,P01467,Financial Activity,2025-04-20 21:01:29,Financial Activity noted near Visakhapatnam Colony 6 in Chandigarh.,CASE0044
EV00377,P00458,Incident,2023-02-14 00:23:15,Incident noted near Hyderabad Junction 86 in Ranchi.,CASE0160
EV00378,P00502,Financial Activity,2025-04-25 09:19:09,Financial Activity noted near Bhopal Junction 151 in Patna.,CASE0141
EV00379,P00164,Financial Activity,2022-01-19 20:56:27,Financial Activity noted near Bhopal Hub 113 in Indore.,CASE0175
EV00380,P00741,Meeting,2024-05-21 10:47:33,Meeting noted near Indore Tower 128 in Ahmedabad.,CASE0217
EV00381,P01555,Travel,2023-01-05 01:34:44,Travel noted near Visakhapatnam Junction 34 in Guwahati.,CASE0214
EV00382,P00207,Observation,2025-10-12 08:19:14,Observation noted near Indore Park 109 in Mumbai.,CASE0025
EV00383,P00334,Incident,2025-11-13 09:05:54,Incident noted near Ranchi Park 95 in Bhopal.,CASE0193
EV00384,P00014,Travel,2024-01-26 00:15:34,Travel noted near Visakhapatnam Hub 123 in Hyderabad.,CASE0207
EV00385,P01207,Incident,2023-07-05 09:35:34,Incident noted near Jaipur Market 31 in Kochi.,CASE0055
EV00386,P00728,Incident,2022-10-11 04:41:42,Incident noted near Pune Tower 71 in Patna.,CASE0156
EV00387,P00327,Financial Activity,2023-09-24 12:17:39,Financial Activity noted near Delhi Park 47 in Ranchi.,CASE0145
EV00388,P01386,Property Transfer,2025-12-12 04:56:43,Property Transfer noted near Patna Hub 52 in Ahmedabad.,CASE0047
EV00389,P00192,Incident,2024-02-25 09:44:31,Incident noted near Ahmedabad Plaza 33 in Delhi.,CASE0123
EV00390,P00066,Observation,2024-08-07 01:05:57,Observation noted near Visakhapatnam Hub 112 in Patna.,CASE0231
EV00391,P00179,Property Transfer,2023-12-16 06:53:40,Property Transfer noted near Nagpur Junction 36 in Bengaluru.,CASE0214
EV00392,P01781,Observation,2023-12-04 01:08:41,Observation noted near Surat Hub 9 in Kochi.,CASE0135
EV00393,P01584,Travel,2022-07-11 22:10:49,Travel noted near Delhi Park 49 in Lucknow.,CASE0073
EV00394,P01517,Travel,2024-05-25 12:50:21,Travel noted near Lucknow Park 53 in Lucknow.,CASE0093
EV00395,P00458,Observation,2022-12-20 05:18:29,Observation noted near Hyderabad Tower 85 in Ranchi.,CASE0011
EV00396,P00327,Observation,2025-07-03 12:27:03,Observation noted near Mumbai Hub 55 in Ranchi.,CASE0131
EV00397,P00593,Property Transfer,2024-03-09 06:19:10,Property Transfer noted near Lucknow Colony 87 in Hyderabad.,CASE0225
EV00398,P00467,Observation,2023-10-21 13:34:25,Observation noted near Jaipur Colony 56 in Chennai.,CASE0049
EV00399,P01355,Observation,2023-02-02 16:16:15,Observation noted near Nagpur Hub 118 in Visakhapatnam.,CASE0144
EV00400,P01310,Meeting,2024-02-14 00:27:26,Meeting noted near Nagpur Colony 80 in Ranchi.,CASE0120
EV00401,P00179,Travel,2024-02-13 16:09:15,Travel noted near Kochi Tower 126 in Bengaluru.,CASE0138
EV00402,P00467,Meeting,2025-09-03 10:19:47,Meeting noted near Indore Park 109 in Chennai.,CASE0030
EV00403,P01131,Meeting,2025-02-09 19:55:51,Meeting noted near Delhi Hub 3 in Kochi.,CASE0049
EV00404,P01355,Property Transfer,2025-03-27 14:54:45,Property Transfer noted near Bengaluru Tower 66 in Visakhapatnam.,CASE0022
EV00405,P00458,Meeting,2022-08-17 01:22:51,Meeting noted near Guwahati Colony 11 in Ranchi.,CASE0090
EV00406,P00179,Travel,2023-09-30 07:03:50,Travel noted near Kochi Park 121 in Bengaluru.,CASE0080
EV00407,P00052,Property Transfer,2025-09-01 13:42:31,Property Transfer noted near Ranchi Plaza 100 in Bengaluru.,CASE0178
EV00408,P01207,Observation,2024-01-15 07:31:54,Observation noted near Hyderabad Junction 86 in Kochi.,CASE0152
EV00409,P01207,Meeting,2023-11-21 14:13:24,Meeting noted near Jaipur Market 31 in Kochi.,CASE0082
